cslNpdidLicence,cslLicenceName,wlbNpdidWellbore,wlbWellboreName,csdYear,csdMonth,csdVolumeInjectedMonth,csdVolumeInjectedTotalYear,csdModifiedDate
34751726,EL001,9615,31/5-A-7 AH,2026,6,"26,707","94,269",08.07.2026 08:01:20
34751726,EL001,9615,31/5-A-7 AH,2026,5,"30,906","67,562",09.06.2026 08:03:59
34751726,EL001,9615,31/5-A-7 AH,2026,4,"7,943","36,656",12.05.2026 15:53:08
34751726,EL001,9615,31/5-A-7 AH,2026,3,0,"28,713",13.04.2026 14:31:16
34751726,EL001,9615,31/5-A-7 AH,2026,2,"18,051","28,713",09.03.2026 15:56:31
34751726,EL001,9615,31/5-A-7 AH,2026,1,"10,662","10,662",16.02.2026 14:21:04
34751726,EL001,9615,31/5-A-7 AH,2025,12,"3,577","39,491",15.01.2026 09:06:24
34751726,EL001,9615,31/5-A-7 AH,2025,11,"27,829","35,914",15.12.2025 13:22:08
34751726,EL001,9615,31/5-A-7 AH,2025,10,432,"8,085",17.11.2025 13:36:26
34751726,EL001,9615,31/5-A-7 AH,2025,9,0,"7,653",15.10.2025 15:37:25
34751726,EL001,9615,31/5-A-7 AH,2025,8,"7,653","7,653",24.09.2025 14:58:17

